SR-p53,mol_id,smiles
0,TOX27243,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
0,TOX447,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1
0,TOX26501,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1
0,TOX28794,CCN[C@@H](C)Cc1ccccc1
0,TOX28790,CN[C@@H](C)Cc1ccccc1
0,TOX2741,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1
0,TOX5607,C=CCc1ccc(OC)c(OC)c1
0,TOX25746,COc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3[C@@](O)(c3ccccc3Cl)[C@H]2C(=O)N2CCC[C@@H]2C(N)=O)cc1OC
0,TOX2844,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
0,TOX6132,Cn1cnc2c1c(=O)[nH]c(=O)n2C
1,TOX2162,N#Cc1cc(Br)c(O)c(Br)c1
1,TOX18939,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0,TOX26736,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
0,TOX13447,CC(C)N(C)C
0,TOX26438,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
0,TOX28757,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21
0,TOX24812,COC(C)CCO
0,TOX327,[Cr+3]
0,TOX25122,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
0,TOX5804,C=CCCCCCC
0,TOX28633,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)C[C@@H](OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1
0,TOX9733,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O
0,TOX4600,C[N+](C)(C)Cc1ccccc1
0,TOX1596,CCCCCCCCCCCCCCCCC(=O)O
0,TOX4683,CCCCOC(=O)c1ccccc1N
0,TOX26268,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC
0,TOX2061,O=Cc1ccc([N+](=O)[O-])cc1
0,TOX27033,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
0,TOX4786,O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O
0,TOX2847,CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
1,TOX23909,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1
0,TOX7876,CCc1cccc(C)c1
0,TOX1986,CCCCOP(=O)(OCCCC)OCCCC
1,TOX26870,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
1,TOX9572,CC1COc2ccccc2N1C(=O)C(Cl)Cl
0,TOX12532,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl
1,TOX25410,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1
0,TOX4447,C=CCOC(=O)CCCCCCCC
0,TOX27582,CCCCCCOC(=O)CC
0,TOX29276,CCC[N+]1(C)CCCC1
0,TOX5740,O=C(Cl)c1cccc([N+](=O)[O-])c1
0,TOX28796,C[C@H]1N=C(N)O[C@H]1c1ccccc1
0,TOX1253,O=C1[N-]S(=O)(=O)c2ccccc21
0,TOX5763,O=[N+]([O-])c1ccccc1CCO
0,TOX28739,COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC
0,TOX1803,CC(=O)CC(=O)c1ccccc1
0,TOX22254,CCCCCCCCCCCCCCCC(=O)NCCO
0,TOX2562,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O
0,TOX4018,COc1c(Cl)ccc(Cl)c1C(=O)O
1,TOX26707,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)[C@@H](C)C[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C
0,TOX6612,CC(C)COC(=O)C(C)C
0,TOX4055,COS(=O)(=O)OC
0,TOX5764,O=[N+]([O-])c1ccc(CCO)cc1
0,TOX545,NC(=S)NNC(N)=S
0,TOX24767,OCCc1ccccn1
0,TOX541,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
0,TOX24631,CC(=O)CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
0,TOX10138,CC(=O)CCC(C)=O
0,TOX39,CNC(=O)ON=CC(C)(C)SC
0,TOX13979,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
0,TOX24373,NC(CO)(CO)CO
0,TOX26734,Nc1c2c(nc3c1CCC3)CCCC2
1,TOX344,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O
0,TOX617,C=CCc1ccc(O)c(OC)c1
1,TOX4827,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
0,TOX25680,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1
0,TOX7322,O=C1CCCCCCCCCCC1
0,TOX27695,Nc1ccccc1C(=O)Oc1ccc2ccccc2c1
0,TOX446,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
0,TOX26454,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
0,TOX22559,COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F
0,TOX137,Nc1ccc(-c2ccc(N)cc2)cc1
0,TOX27639,CCCCCCC#CC(=O)OC
0,TOX7388,CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C
0,TOX6204,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl
1,TOX28738,COC(=O)C1=C(C)NC(COC(N)=O)=C(C(=O)OC(C)C)C1c1cccc(Cl)c1Cl
1,TOX717,Oc1ccc(OCc2ccccc2)cc1
0,TOX7116,C[Si](Cl)(c1ccccc1)c1ccccc1
0,TOX21424,CC(C)CCCC(C)(C)O
1,TOX27758,CN(C)CC/C=C1/c2ccccc2CSc2ccccc21
1,TOX24528,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1
1,TOX156,N#CSCc1ccccc1
0,TOX26182,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1
0,TOX9904,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
0,TOX444,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl
0,TOX1761,CC(N)CN
0,TOX25591,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1
1,TOX3908,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56
1,TOX730,Oc1cccc2cccnc12
0,TOX26433,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
0,TOX20283,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
0,TOX24489,CC(=O)C(Cl)C(=O)N(C)C
0,TOX857,CNc1ncnc2[nH]cnc12
0,TOX1256,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
0,TOX5628,Cc1c(N)cccc1[N+](=O)[O-]
1,TOX822,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
1,TOX3196,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
0,TOX7247,CC(C)(O)c1ccccc1
0,TOX28823,CCCN(CCC)CCc1c[nH]c2ccccc12
0,TOX25590,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21
0,TOX7301,NC1CCCCC1N
0,TOX26777,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
0,TOX27651,CCCCCCCCC(=O)OCC
0,TOX6265,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1
0,TOX3122,CN1C(=O)C(C)(C2=CCCCC2)C(=O)N=C1O
0,TOX12129,CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1
0,TOX4280,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
0,TOX27645,COC(=O)c1ccc(OC)cc1
0,TOX401,Nc1ccc(O)c(N)c1
0,TOX25602,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)[O-]
0,TOX28714,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1
0,TOX28843,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1
1,TOX6082,BrCC(Br)(Br)Br
0,TOX14227,CCC(C)OC(=O)N1CCCCC1CCO
0,TOX2279,CC(C)c1cccc(C(C)C)c1N
0,TOX2617,COC(=O)C1=CCCN(C)C1
0,TOX24994,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O
0,TOX28824,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12
0,TOX5889,ONc1ccccc1
1,TOX20525,O=C1c2ccccc2-c2n[nH]c3cccc1c23
1,TOX2382,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
0,TOX1883,C#CCO
0,TOX14972,Cc1ccc(C(C)C)c(O)c1
0,TOX134,O=Cc1ccccc1
0,TOX22060,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2
0,TOX466,CCNC(=S)NCC
1,TOX1084,COc1cc(/C=C/C(=O)O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]3(C)[C@@H]5CC[C@H]4C2(C)C)ccc1O
0,TOX95,O=C1c2ccccc2C(=O)c2ccccc21
0,TOX1039,O=NN1CCCCCCC1
0,TOX21421,COc1cc(OC)c2ccc(=O)oc2c1
0,TOX28150,Cc1occc1C(=O)Nc1ccc(C(=O)N2CCC(F)(F)/C(=C\C(=O)N3CCC(N4CCCCC4)CC3)c3ccccc32)cc1.Cc1occc1C(=O)Nc1ccc(C(=O)N2CCC(F)(F)/C(=C\C(=O)N3CCC(N4CCCCC4)CC3)c3ccccc32)cc1
0,TOX28944,COC(=O)C(Cl)C(=O)OC
0,TOX5404,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1
0,TOX24939,COc1c(Br)cc(Br)c(C)c1Br
0,TOX25163,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1
1,TOX3063,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
0,TOX26756,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
0,TOX26417,CCNC(=O)/C=C/c1cccc(Br)c1
0,TOX2520,CCOC(=O)C=Cc1ccccc1
0,TOX7113,CC(C)C(O)C(C)(C)CO
0,TOX27267,Cc1nc(C)nc(N2C[C@H](C)N(c3ccnc([C@@H](C)O)n3)[C@H](C)C2)n1
0,TOX4855,COc1cc(N)ccc1C
0,TOX666,OCC1CO1
0,TOX24002,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1
1,TOX21268,CCOC(=O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1
0,TOX2009,CCCCCCNCCCCCC
0,TOX28736,CC(C)(C)NC[C@H](O)c1ccc(O)cc1Cl
0,TOX1294,O=S1(=O)CC=CC1
0,TOX21467,O=C(O)c1snc(Cl)c1Cl
0,TOX1158,NC(=O)c1ccccc1C(N)=O
0,TOX9683,O=S(=O)(O)O
1,TOX12751,N=C1NC(=N)c2cc3ccccc3cc21
0,TOX1869,Cc1ccc(O)cc1
0,TOX589,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1
1,TOX27866,Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O
0,TOX26247,C/C(=N\Cc1ccccc1)c1ccccc1O
0,TOX2974,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
0,TOX28799,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O
0,TOX890,Cc1cc(=O)[nH]c(=S)[nH]1
0,TOX25168,Cc1ccccc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
0,TOX20698,CC(C)COP(=O)(OCC(C)C)OCC(C)C
0,TOX25887,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1
0,TOX25531,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
0,TOX6432,CC(C)(C)C(=O)O
0,TOX4662,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43
1,TOX3198,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
0,TOX4810,Clc1ccccn1
0,TOX6789,CC1COC(=O)O1
0,TOX27487,CCCCCCCCCOS(=O)(=O)[O-]
0,TOX26751,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
0,TOX27364,O=C(N[C@H](c1ccccc1)[C@@H]1CN2CCC1CC2)c1c(Cl)ccc(C(F)(F)F)c1Cl
0,TOX27032,CC1=CC[C@@]23CC1C(C)(C)[C@@H]2CC[C@H]3C
0,TOX1644,O=C(O)CCCCCCC(=O)O
0,TOX26521,CCOc1ccc(S(=O)(=O)O)c2cccnc12
0,TOX26228,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1
0,TOX14855,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1
0,TOX25293,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
0,TOX1238,Oc1cccc(O)c1
1,TOX25678,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=CC23CCCN2CCc2cc4c(cc2[C@H]13)OCO4
0,TOX27070,Cc1nc(C)c(C)nc1C
0,TOX29064,Cc1nc2ccccc2s1
0,TOX21703,CCCCc1ccc2cccc(S(=O)(=O)[O-])c2c1
0,TOX27581,CCCCCOC(=O)CCCCC
0,TOX3701,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
1,TOX29294,CCOC(=O)CS
1,TOX25232,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
0,TOX24879,CCC(CO)(CO)COCC(CC)(CO)CO
0,TOX24834,CP(=O)([O-])OCCC[Si](O)(O)O
0,TOX28822,CN(C)CCc1c[nH]c2ccccc12
0,TOX5746,O=[N+]([O-])c1ccccc1-c1ccccc1
0,TOX7496,O=C([O-])COc1ccc(Cl)cc1Cl
0,TOX24196,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
0,TOX3376,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
1,TOX29129,OCCCCCCCCCCCCBr
1,TOX20715,C=CC(=O)OCCOc1ccccc1
1,TOX6190,O=C(CCl)c1ccc(Cl)cc1Cl
0,TOX7561,COC(=O)CCSCCC(=O)OC
0,TOX3295,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
0,TOX27937,O=C(c1ccc(O)cc1)c1ccc(Cl)cc1
1,TOX28654,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N
0,TOX25160,O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1
0,TOX21575,O=C(O)COCC(=O)O
1,TOX14792,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1
0,TOX28512,C/C(=C(\CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N
0,TOX2027,Nc1ccc(F)cc1
1,TOX4457,Nc1c2ccccc2nc2ccccc12
1,TOX26682,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
0,TOX25538,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1
0,TOX5742,O=C(Cl)c1ccc([N+](=O)[O-])cc1
0,TOX400,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1
0,TOX153,ClCc1ccccc1
0,TOX4463,Nc1ccccc1S(=O)(=O)O
1,TOX6137,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O
0,TOX28927,COc1cc(CC(C)N)c(OC)cc1Br
0,TOX6059,N#CCCC#N
0,TOX28653,S=C(SSC(=S)N1CCCCC1)N1CCCCC1
0,TOX1292,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
0,TOX26757,C[N@+]12CCCC[C@@H]1CCC(=C(c1cccs1)c1cccs1)C2
0,TOX18725,CCCCCCCCCCCCCCBr
0,TOX26411,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC
0,TOX14877,Cc1cc(C)nc(Nc2ccccc2)n1
0,TOX138,Nc1ccc(-c2ccc(N)cc2)cc1
0,TOX1842,ON=C1CCCCC1
0,TOX29317,CCCN1C=CN(C)C1
1,TOX1464,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2]
0,TOX11497,CC(C)OS(C)(=O)=O
0,TOX29002,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2
0,TOX27322,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2
0,TOX5113,CC(C)CC(C)N
1,TOX9120,Oc1ccc(-c2ccc(O)cc2)cc1
0,TOX24918,C=CCOc1c(Br)cc(Br)cc1Br
0,TOX29082,CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC
0,TOX7312,CC(O)COc1ccccc1
1,TOX4151,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl
0,TOX21275,CCCCCCCCCCCC(=O)OCC(O)CO
0,TOX4318,CCNc1nc(NC(C)(C)C)nc(SC)n1
0,TOX29388,O=c1[nH][nH]c2ccccc12
0,TOX27135,Cc1ccccc1S
0,TOX28632,O=C(O)/C=C(\CC(=O)O)C(=O)O
0,TOX1255,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
0,TOX6209,Oc1c(Cl)ccc(Cl)c1Cl
0,TOX20735,C1CCC2(CCCCO2)OC1
1,TOX25203,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O
0,TOX27665,CC(C)SCc1ccco1
0,TOX28900,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
0,TOX27405,CCCC(=O)OCCC(C)CCC=C(C)C
0,TOX18876,O=C(Oc1ccccc1)c1ccc2ccccc2c1O
0,TOX3350,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O
0,TOX7997,C=CCN(CC=C)C(=O)C(Cl)Cl
0,TOX27422,CCC(=O)C1CC(C(C)C)CC=C1C
1,TOX243,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl
0,TOX647,O=Cc1ccco1
0,TOX24650,Cc1ccc(N(CCO)CCO)cc1
1,TOX299,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
0,TOX28926,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1
0,TOX21250,CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O
1,TOX28871,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl
0,TOX9189,N=C(N)N.N=C(N)N.O=C(O)O
0,TOX25809,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
1,TOX1462,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2]
0,TOX24443,CCCC[N+](C)(CCCC)CCCC
0,TOX28519,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1
0,TOX2048,O=c1cc(-c2ccccc2)oc2ccccc12
0,TOX5055,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC
0,TOX308,ClCc1ccccn1
0,TOX28921,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21
0,TOX25916,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
0,TOX27637,CCCCCC/C=C/C(=O)OC
0,TOX14005,NS(=O)(=O)O
0,TOX3101,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O
1,TOX1264,O=[Se]=O
0,TOX24514,CCCCCCOC(=O)c1ccc(O)cc1
0,TOX28732,CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1
0,TOX20738,CN(C)CCCN1c2ccccc2CCc2ccccc21
0,TOX22180,CNC(=O)Nc1ccc(Cl)c(Cl)c1
1,TOX614,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C
0,TOX1093,C=CCOc1ccccc1OCC(O)CNC(C)C
1,TOX7795,N#Cc1nc(Cl)c(Cl)c(Cl)c1Cl
0,TOX25007,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1
0,TOX1427,CCOC(N)=O
0,TOX21880,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C
0,TOX28923,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13
0,TOX24877,CCC(=O)Nc1cccc(N)c1
0,TOX5102,CN(C)CCCN
0,TOX28513,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O
1,TOX55,CCn1c2ccccc2c2cc(N)ccc21
0,TOX3727,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C
0,TOX20776,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
0,TOX27443,COc1cc(C)cc(O)c1
0,TOX18,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2
0,TOX349,COc1ccc(N)c(C)c1
0,TOX5825,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
1,TOX811,[Hg+2]
0,TOX1290,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
0,TOX1889,CC(=O)CC(C)C
0,TOX154,Oc1ccc(Cl)cc1Cc1ccccc1
0,TOX27266,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1
0,TOX25687,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC
0,TOX4599,c1ccc(CSCc2ccccc2)cc1
0,TOX3526,CNC(C)CC1CCCCC1
1,TOX1342,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
0,TOX546,NC(=S)C(N)=S
0,TOX5395,C[Si](C)(C)N[Si](C)(C)C
0,TOX26697,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
0,TOX27178,CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC
1,TOX2742,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O
0,TOX24878,CCCOC(=O)c1ccccc1
0,TOX14627,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl
0,TOX7970,CC(C)(O)CCCC1=CCC(C=O)CC1
0,TOX3549,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
0,TOX28576,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
0,TOX27873,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O
0,TOX1134,NC(=S)Nc1ccccc1
0,TOX24289,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
1,TOX24966,CC(C)CC(C)N(c1ccccc1)c1ccc(N)cc1
0,TOX25238,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I
0,TOX9237,C=C(C)C(=O)OCCC[Si](OC)(OC)OC
0,TOX25885,O=c1oc2cc(O)ccc2s1
